Wavelength(A);Intensity_in_channels
6282.094896;73.000000
6287.613896;74.000000
6293.132896;71.000000
6298.651896;71.000000
6304.170896;65.000000
6309.689896;66.000000
6315.208896;66.000000
6320.727896;65.000000
6326.246896;64.000000
6331.765896;63.000000
6337.284896;61.000000
6342.803896;60.000000
6348.322896;59.000000
6353.841896;58.000000
6359.360896;57.000000
6364.879896;56.000000
6370.398896;55.000000
6375.917896;52.000000
6381.436896;54.000000
6386.955896;53.000000
6392.474896;53.000000
6397.993896;52.000000
6403.512896;49.000000
6409.031896;48.000000
6414.550896;48.000000
6420.069896;47.000000
6425.588896;47.000000
6431.107896;47.000000
6436.626896;45.000000
6442.145896;45.000000
6447.664896;43.000000
6453.183896;41.000000
6458.702896;40.000000
6464.221896;41.000000
6469.740896;37.000000
6475.259896;35.000000
6480.778896;35.000000
6486.297896;35.000000
6491.816896;36.000000
6497.335896;35.000000
6502.854896;32.000000
6508.373896;32.000000
6513.892896;33.000000
6519.411896;31.000000
6524.930896;27.000000
6530.449896;27.000000
6535.968896;28.000000
6541.487896;27.000000
6547.006896;26.000000
6552.525896;25.000000
6558.044896;25.000000
6563.563896;23.000000
6569.082896;24.000000
6574.601896;26.000000
6580.120896;25.000000
6585.639896;24.000000
6591.158896;25.000000
6596.677896;26.000000
6602.196896;25.000000
6607.715896;26.000000
6613.234896;25.000000
6618.753896;25.000000
6624.272896;24.000000
6629.791896;24.000000
6635.310896;24.000000
6640.829896;23.000000
6646.348896;21.000000
6651.867896;22.000000
6657.386896;21.000000
6662.905896;21.000000
6668.424896;19.000000
6673.943896;19.000000
6679.462896;19.000000
6684.981896;20.000000
6690.500896;20.000000
6696.019896;19.000000
6701.538896;19.000000
6707.057896;19.000000
6712.576896;18.000000
6718.095896;17.000000
6723.614896;17.000000
6729.133896;16.000000
6734.652896;17.000000
6740.171896;15.000000
6745.690896;15.000000
6751.209896;13.000000
6756.728896;12.000000
6762.247896;11.000000
6767.766896;11.000000
6773.285896;11.000000
6778.804896;11.000000
6784.323896;11.000000
6789.842896;10.000000
6795.361896;10.000000
6800.880896;10.000000
6806.399896;10.000000
6811.918896;9.000000
6817.437896;9.000000
6822.956896;9.000000
6828.475896;8.000000
6833.994896;8.000000
6839.513896;8.000000
6845.032896;7.000000
6850.551896;5.000000
6856.070896;4.000000
6861.589896;3.000000
6867.108896;2.000000
6872.627896;0.000000
6878.146896;0.000000
6883.665896;0.000000
6889.184896;0.000000
6894.703896;0.000000
6900.222896;0.000000
6905.741896;0.000000
6911.260896;0.000000
6916.779896;0.000000
6922.298896;0.000000
6927.817896;0.000000
6933.336896;0.000000
6938.855896;0.000000
6944.374896;0.000000
6949.893896;0.000000
6955.412896;0.000000
6960.931896;0.000000
6966.450896;0.000000
6971.969896;0.000000
6977.488896;0.000000
6983.007896;0.000000
6988.526896;0.000000
6994.045896;0.000000
6999.564896;0.000000
7005.083896;0.000000
7010.602896;0.000000
7016.121896;0.000000
7021.640896;0.000000
7027.159896;0.000000
7032.678896;0.000000
7038.197896;0.000000
7043.716896;0.000000
7049.235896;0.000000
7054.754896;0.000000
7060.273896;0.000000
7065.792896;0.000000
7071.311896;0.000000
7076.830896;0.000000
7082.349896;0.000000
7087.868896;0.000000
7093.387896;0.000000
7098.906896;0.000000
7104.425896;0.000000
7109.944896;0.000000
7115.463896;0.000000
7120.982896;0.000000
7126.501896;0.000000
7132.020896;0.000000
7137.539896;0.000000
7143.058896;0.000000
7148.577896;0.000000
7154.096896;0.000000
7159.615896;0.000000
7165.134896;0.000000
7170.653896;0.000000
7176.172896;0.000000
7181.691896;0.000000
7187.210896;0.000000
7192.729896;0.000000
7198.248896;0.000000
7203.767896;0.000000
7209.286896;0.000000
7214.805896;0.000000
7220.324896;0.000000
7225.843896;0.000000
7231.362896;0.000000
7236.881896;0.000000
7242.400896;0.000000
7247.919896;0.000000
7253.438896;0.000000
7258.957896;0.000000
7264.476896;0.000000
7269.995896;0.000000
7275.514896;0.000000
7281.033896;0.000000
7286.552896;0.000000
7292.071896;0.000000
7297.590896;0.000000
7303.109896;0.000000
7308.628896;0.000000
7314.147896;0.000000
7319.666896;0.000000
7325.185896;0.000000
7330.704896;0.000000
7336.223896;0.000000
7341.742896;0.000000
7347.261896;0.000000
7352.780896;0.000000
7358.299896;0.000000
7363.818896;0.000000
7369.337896;0.000000
7374.856896;0.000000
7380.375896;0.000000
7385.894896;0.000000
7391.413896;0.000000
7396.932896;0.000000
7402.451896;0.000000
7407.970896;0.000000
7413.489896;0.000000
7419.008896;0.000000
7424.527896;0.000000
7430.046896;0.000000
7435.565896;0.000000
7441.084896;0.000000
7446.603896;0.000000
7452.122896;0.000000
7457.641896;0.000000
7463.160896;0.000000
7468.679896;0.000000
7474.198896;0.000000
7479.717896;0.000000
7485.236896;0.000000
