# Wavelength (A)     Intensity in channel 1     Intensity in channel 2     Intensity in channel 3
3524.851775     119.128000     87.179500     89.025600
3530.370775     120.744000     88.435900     95.051300
3535.889775     126.641000     91.051300     101.538000
3541.408775     123.718000     88.487200     98.769200
3546.927775     120.128000     86.179500     94.589700
3552.446775     119.641000     89.128200     95.692300
3557.965775     123.436000     93.282100     97.410300
3563.484775     118.564000     89.205100     93.538500
3569.003775     117.513000     86.666700     90.769200
3574.522775     122.231000     91.589700     95.205100
3580.041775     123.410000     93.282100     95.179500
3585.560775     122.462000     92.307700     95.820500
3591.079775     118.538000     89.025600     93.487200
3596.598775     122.256000     88.025600     92.128200
3602.117775     129.462000     91.410300     91.615400
3607.636775     127.359000     88.205100     88.076900
3613.155775     129.103000     90.256400     91.025600
3618.674775     127.128000     90.000000     93.051300
3624.193775     124.154000     89.179500     94.025600
3629.712775     120.897000     88.897400     92.948700
3635.231775     119.410000     89.410300     93.102600
3640.750775     114.359000     86.256400     89.717900
3646.269775     117.436000     86.461500     89.589700
3651.788775     123.256000     88.359000     93.282100
3657.307775     128.308000     89.359000     97.230800
3662.826775     127.385000     87.435900     98.410300
3668.345775     128.385000     88.333300     98.641000
3673.864775     125.718000     88.179500     97.717900
3679.383775     125.000000     89.564100     99.153800
3684.902775     123.359000     89.461500     100.103000
3690.421775     122.077000     87.538500     98.666700
3695.940775     120.000000     86.564100     95.974400
3701.459775     124.359000     88.025600     96.871800
3706.978775     123.974000     85.974400     96.435900
3712.497775     121.949000     85.051300     94.384600
3718.016775     124.436000     88.025600     98.538500
3723.535775     125.128000     87.923100     99.333300
3729.054775     123.513000     86.846200     95.974400
3734.573775     122.667000     89.897400     93.307700
3740.092775     123.308000     92.666700     92.512800
3745.611775     122.667000     91.359000     89.512800
3751.130775     126.513000     92.461500     92.051300
3756.649775     128.641000     91.461500     93.282100
3762.168775     129.795000     90.435900     96.974400
3767.687775     132.205000     90.871800     100.615000
3773.206775     130.205000     88.589700     101.436000
3778.725775     128.718000     88.359000     99.923100
3784.244775     127.821000     88.512800     96.589700
3789.763775     127.179000     88.282100     96.410300
3795.282775     127.026000     89.487200     96.589700
3800.801775     127.949000     91.564100     99.794900
3806.320775     123.974000     90.256400     99.282100
3811.839775     122.308000     88.359000     95.179500
3817.358775     121.744000     86.846200     93.794900
3822.877775     124.000000     86.230800     92.102600
3828.396775     123.974000     85.794900     90.948700
3833.915775     125.744000     88.743600     94.641000
3839.434775     119.667000     87.666700     93.153800
3844.953775     117.154000     87.974400     94.461500
3850.472775     119.974000     90.179500     96.641000
3855.991775     121.769000     88.871800     95.923100
3861.510775     125.923000     87.820500     95.102600
3867.029775     126.179000     85.410300     93.538500
3872.548775     126.333000     85.230800     94.333300
3878.067775     127.051000     88.333300     96.923100
3883.586775     123.897000     88.923100     97.051300
3889.105775     121.179000     87.871800     93.230800
3894.624775     125.333000     91.538500     95.615400
3900.143775     126.462000     91.897400     97.435900
3905.662775     123.333000     90.230800     98.487200
3911.181775     125.359000     90.538500     100.513000
3916.700775     125.641000     87.384600     100.179000
3922.219775     129.000000     87.666700     100.385000
3927.738775     130.769000     90.871800     100.718000
3933.257775     132.026000     90.589700     100.974000
3938.776775     129.231000     89.589700     101.308000
3944.295775     129.256000     88.820500     100.821000
3949.814775     130.744000     89.051300     101.923000
3955.333775     134.359000     91.435900     105.692000
3960.852775     131.179000     91.615400     110.282000
3966.371775     124.564000     89.974400     113.538000
3971.890775     120.231000     89.102600     116.590000
3977.409775     123.821000     89.512800     119.667000
3982.928775     128.205000     89.461500     124.667000
3988.447775     132.487000     90.615400     132.205000
3993.966775     136.641000     92.871800     144.385000
3999.485775     139.744000     95.410300     160.590000
4005.004775     142.872000     98.179500     179.667000
4010.523775     146.000000     99.435900     199.974000
4016.042775     150.846000     100.795000     218.897000
4021.561775     154.154000     101.282000     235.487000
4027.080775     154.410000     101.564000     250.667000
4032.599775     153.103000     101.538000     262.615000
4038.118775     152.077000     100.821000     273.179000
4043.637775     153.410000     102.872000     285.795000
4049.156775     151.949000     103.718000     291.000000
4054.675775     148.436000     103.128000     294.974000
4060.194775     146.410000     104.590000     302.205000
4065.713775     147.308000     105.128000     311.026000
4071.232775     146.487000     105.462000     314.026000
4076.751775     141.974000     102.615000     312.872000
4082.270775     139.538000     103.692000     313.359000
4087.789775     137.487000     103.949000     313.154000
4093.308775     133.692000     100.026000     312.769000
4098.827775     138.000000     101.564000     320.692000
4104.346775     142.154000     103.615000     336.308000
4109.865775     146.077000     105.128000     365.256000
4115.384775     147.513000     107.462000     408.718000
4120.903775     151.000000     114.462000     472.359000
4126.422775     159.000000     121.949000     553.513000
4131.941775     170.026000     127.897000     652.923000
4137.460775     178.821000     135.538000     765.949000
4142.979775     189.410000     146.487000     901.410000
4148.498775     198.974000     157.564000     1063.560000
4154.017775     213.692000     173.667000     1248.950000
4159.536775     218.615000     185.487000     1432.150000
4165.055775     230.590000     207.051000     1641.920000
4170.574775     238.179000     221.564000     1862.790000
4176.093775     257.538000     247.308000     2112.310000
4181.612775     263.949000     259.692000     2373.230000
4187.131775     271.282000     274.872000     2638.900000
4192.650775     275.744000     291.308000     2929.180000
4198.169775     285.256000     315.974000     3210.330000
4203.688775     281.949000     320.641000     3474.380000
4209.207775     294.026000     339.128000     3750.000000
4214.726775     292.487000     348.641000     3984.260000
4220.245775     303.103000     364.154000     4209.920000
4225.764775     299.744000     376.436000     4421.460000
4231.283775     300.487000     378.641000     4588.720000
4236.802775     294.179000     379.282000     4731.410000
4242.321775     293.410000     386.795000     4850.150000
4247.840775     283.282000     380.923000     4973.490000
4253.359775     286.103000     392.231000     5080.080000
4258.878775     278.718000     382.692000     5165.080000
4264.397775     281.667000     392.436000     5222.590000
4269.916775     276.103000     395.974000     5279.560000
4275.435775     279.154000     399.179000     5309.590000
4280.954775     276.462000     392.564000     5324.640000
4286.473775     277.282000     399.615000     5318.310000
4291.992775     267.769000     393.949000     5305.620000
4297.511775     261.897000     399.103000     5277.820000
4303.030775     241.359000     383.385000     5228.180000
4308.549775     243.744000     384.718000     5165.540000
4314.068775     234.487000     380.359000     5019.360000
4319.587775     233.385000     379.179000     4868.050000
4325.106775     218.487000     359.564000     4663.850000
4330.625775     220.308000     354.590000     4439.080000
4336.144775     195.564000     332.769000     4235.850000
4341.663775     196.846000     335.974000     4104.970000
4347.182775     191.231000     330.564000     4092.130000
4352.701775     202.051000     355.103000     4216.790000
4358.220775     207.692000     372.487000     4424.130000
4363.739775     220.769000     405.641000     4728.050000
4369.258775     231.128000     435.051000     5061.620000
4374.777775     251.590000     479.333000     5383.380000
4380.296775     234.103000     483.051000     5620.490000
4385.815775     240.462000     500.667000     5861.310000
4391.334775     233.154000     515.231000     6004.150000
4396.853775     229.077000     519.744000     6089.490000
4402.372775     230.000000     539.205000     6226.310000
4407.891775     233.103000     555.846000     6344.770000
4413.410775     225.359000     567.923000     6447.620000
4418.929775     229.615000     586.667000     6548.490000
4424.448775     226.154000     587.231000     6637.490000
4429.967775     245.308000     615.333000     6730.080000
4435.486775     240.769000     617.744000     6797.690000
4441.005775     247.564000     632.487000     6883.080000
4446.524775     231.154000     625.513000     6920.330000
4452.043775     233.692000     637.897000     6954.030000
4457.562775     228.077000     630.692000     6960.410000
4463.081775     244.692000     646.692000     6999.490000
4468.600775     238.538000     647.103000     7034.950000
4474.119775     243.513000     660.000000     7098.540000
4479.638775     244.872000     659.487000     7147.690000
4485.157775     250.051000     670.385000     7200.410000
4490.676775     245.179000     661.154000     7240.180000
4496.195775     252.949000     674.615000     7289.850000
4501.714775     251.513000     675.436000     7338.870000
4507.233775     250.769000     686.641000     7381.560000
4512.752775     241.641000     674.359000     7413.310000
4518.271775     248.795000     681.462000     7432.510000
4523.790775     250.436000     663.795000     7430.740000
4529.309775     244.205000     673.180000     7432.920000
4534.828775     244.718000     660.615000     7432.670000
4540.347775     244.974000     675.359000     7454.850000
4545.866775     238.538000     668.308000     7434.820000
4551.385775     239.333000     679.385000     7416.870000
4556.904775     235.821000     673.718000     7404.720000
4562.423775     235.282000     684.026000     7422.720000
4567.942775     229.154000     681.256000     7443.850000
4573.461775     242.949000     702.282000     7475.440000
4578.980775     244.410000     715.077000     7480.690000
4584.499775     246.949000     734.333000     7512.720000
4590.018775     240.051000     733.923000     7509.720000
4595.537775     249.385000     766.872000     7537.970000
4601.056775     245.538000     781.487000     7554.900000
4606.575775     262.538000     817.718000     7582.560000
4612.094775     247.718000     834.615000     7572.770000
4617.613775     258.103000     877.256000     7597.720000
4623.132775     248.949000     888.487000     7596.460000
4628.651775     250.410000     933.795000     7615.820000
4634.170775     257.410000     966.846000     7613.690000
4639.689775     277.564000     1026.540000     7621.870000
4645.208775     272.974000     1056.100000     7611.030000
4650.727775     269.205000     1098.230000     7592.790000
4656.246775     274.256000     1141.640000     7573.720000
4661.765775     279.974000     1192.460000     7568.490000
4667.284775     269.179000     1228.440000     7549.900000
4672.803775     288.385000     1295.210000     7533.790000
4678.322775     291.231000     1362.540000     7520.310000
4683.841775     291.769000     1412.640000     7504.360000
4689.360775     292.897000     1467.670000     7458.460000
4694.879775     307.513000     1541.970000     7436.000000
4700.398775     305.179000     1609.210000     7406.970000
4705.917775     305.103000     1654.620000     7376.180000
4711.436775     304.436000     1723.050000     7362.210000
4716.955775     321.949000     1804.540000     7344.640000
4722.474775     319.667000     1871.590000     7324.850000
4727.993775     335.949000     1954.150000     7309.850000
4733.512775     347.641000     2025.050000     7290.770000
4739.031775     344.821000     2098.950000     7250.510000
4744.550775     355.462000     2171.740000     7220.440000
4750.069775     361.795000     2247.540000     7190.740000
4755.588775     365.692000     2319.360000     7146.380000
4761.107775     383.154000     2399.950000     7092.820000
4766.626775     374.795000     2463.360000     7039.690000
4772.145775     384.308000     2532.690000     6982.440000
4777.664775     389.359000     2595.540000     6915.150000
4783.183775     412.538000     2653.740000     6805.180000
4788.702775     407.949000     2687.900000     6740.150000
4794.221775     422.410000     2750.510000     6705.540000
4799.740775     417.513000     2776.490000     6633.330000
4805.259775     442.564000     2828.050000     6553.670000
4810.778775     435.436000     2847.590000     6438.640000
4816.297775     442.231000     2861.560000     6320.490000
4821.816775     436.641000     2853.950000     6159.720000
4827.335775     441.256000     2824.670000     5979.850000
4832.854775     430.000000     2766.460000     5745.150000
4838.373775     429.282000     2686.820000     5483.050000
4843.892775     406.590000     2577.080000     5167.360000
4849.411775     389.641000     2457.690000     4842.540000
4854.930775     365.949000     2356.670000     4564.740000
4860.449775     363.538000     2307.850000     4366.900000
4865.968775     360.487000     2318.560000     4290.440000
4871.487775     389.026000     2398.230000     4333.770000
4877.006775     403.333000     2499.080000     4426.440000
4882.525775     435.795000     2658.150000     4580.150000
4888.044775     451.000000     2819.050000     4746.360000
4893.563775     483.513000     2970.900000     4884.180000
4899.082775     485.897000     3080.360000     5005.490000
4904.601775     501.897000     3187.620000     5099.560000
4910.120775     492.128000     3266.790000     5121.490000
4915.639775     512.077000     3323.380000     5137.670000
4921.158775     516.231000     3393.900000     5116.820000
4926.677775     522.077000     3449.740000     5117.640000
4932.196775     530.692000     3504.640000     5082.740000
4937.715775     548.769000     3561.510000     5053.180000
4943.234775     546.974000     3594.490000     5005.850000
4948.753775     549.820000     3635.000000     4968.950000
4954.272775     548.949000     3686.740000     4930.440000
4959.791775     569.974000     3734.870000     4882.360000
4965.310775     560.410000     3755.560000     4802.670000
4970.829775     571.462000     3785.590000     4732.900000
4976.348775     587.872000     3823.100000     4663.230000
4981.867775     604.359000     3841.920000     4579.210000
4987.386775     597.641000     3856.000000     4493.640000
4992.905775     607.744000     3876.920000     4408.210000
4998.424775     613.769000     3882.620000     4315.210000
5003.943775     617.487000     3880.030000     4217.180000
5009.462775     610.154000     3875.230000     4116.870000
5014.981775     627.974000     3881.790000     4027.330000
5020.500775     635.513000     3896.590000     3960.790000
5026.019775     652.667000     3913.970000     3887.820000
5031.538775     655.795000     3927.970000     3820.950000
5037.057775     676.051000     3944.740000     3755.740000
5042.576775     687.744000     3963.330000     3705.080000
5048.095775     705.000000     3985.330000     3654.900000
5053.614775     705.795000     4018.180000     3601.260000
5059.133775     709.462000     4031.000000     3535.030000
5064.652775     725.974000     4061.540000     3480.380000
5070.171775     749.795000     4096.670000     3427.410000
5075.690775     756.051000     4111.130000     3357.790000
5081.209775     758.923000     4118.210000     3282.460000
5086.728775     765.180000     4144.440000     3210.770000
5092.247775     783.795000     4172.770000     3142.130000
5097.766775     809.205000     4217.670000     3098.540000
5103.285775     821.692000     4223.100000     3025.210000
5108.804775     838.051000     4221.050000     2949.620000
5114.323775     846.949000     4230.080000     2881.080000
5119.842775     860.205000     4242.050000     2814.920000
5125.361775     868.974000     4247.380000     2742.150000
5130.880775     875.974000     4233.150000     2657.230000
5136.399775     880.718000     4234.850000     2582.360000
5141.918775     903.974000     4239.330000     2517.180000
5147.437775     913.564000     4235.740000     2454.870000
5152.956775     917.308000     4226.770000     2381.950000
5158.475775     917.000000     4216.000000     2308.560000
5163.994775     925.103000     4210.360000     2240.720000
5169.513775     943.103000     4219.920000     2181.900000
5175.032775     952.949000     4228.870000     2118.900000
5180.551775     951.615000     4248.510000     2062.260000
5186.070775     970.538000     4228.100000     2014.690000
5191.589775     980.974000     4241.310000     1963.150000
5197.108775     978.154000     4237.900000     1901.210000
5202.627775     993.077000     4286.030000     1867.640000
5208.146775     999.615000     4276.670000     1814.670000
5213.665775     999.256000     4280.670000     1765.870000
5219.184775     991.103000     4273.330000     1707.970000
5224.703775     986.333000     4280.820000     1666.410000
5230.222775     994.103000     4276.130000     1630.050000
5235.741775     992.897000     4277.030000     1594.030000
5241.260775     1006.130000     4251.820000     1544.230000
5246.779775     1002.540000     4246.030000     1505.560000
5252.298775     1009.850000     4205.560000     1468.360000
5257.817775     1002.900000     4163.820000     1431.410000
5263.336775     1003.050000     4126.540000     1388.410000
5268.855775     992.462000     4089.490000     1336.950000
5274.374775     1004.670000     4065.620000     1315.180000
5279.893775     1009.130000     4073.080000     1284.790000
5285.412775     1009.900000     4037.000000     1253.360000
5290.931775     1015.000000     4043.490000     1229.850000
5296.450775     1023.230000     4023.440000     1212.410000
5301.969775     1016.310000     4016.000000     1178.230000
5307.488775     1012.310000     3983.130000     1141.950000
5313.007775     1007.850000     3946.640000     1103.080000
5318.526775     1017.560000     3927.540000     1077.820000
5324.045775     1026.310000     3924.000000     1072.180000
5329.564775     1036.410000     3918.720000     1058.360000
5335.083775     1042.260000     3908.640000     1043.360000
5340.602775     1063.210000     3911.280000     1035.460000
5346.121775     1078.030000     3911.280000     1014.050000
5351.640775     1095.640000     3892.150000     998.872000
5357.159775     1102.770000     3875.720000     970.744000
5362.678775     1125.870000     3861.260000     961.487000
5368.197775     1154.540000     3855.330000     951.282000
5373.716775     1163.440000     3824.360000     931.308000
5379.235775     1169.920000     3785.330000     909.872000
5384.754775     1179.150000     3744.490000     888.564000
5390.273775     1195.310000     3714.280000     876.949000
5395.792775     1213.670000     3687.510000     858.615000
5401.311775     1234.230000     3670.770000     845.077000
5406.830775     1256.330000     3646.380000     837.641000
5412.349775     1274.490000     3619.490000     831.564000
5417.868775     1296.260000     3598.720000     815.333000
5423.387775     1317.080000     3573.210000     799.769000
5428.906775     1344.180000     3554.180000     788.744000
5434.425775     1372.440000     3539.410000     775.487000
5439.944775     1395.490000     3524.590000     760.154000
5445.463775     1415.360000     3514.720000     751.538000
5450.982775     1440.690000     3494.100000     732.846000
5456.501775     1471.310000     3469.560000     725.615000
5462.020775     1513.380000     3476.640000     716.949000
5467.539775     1528.440000     3443.670000     694.795000
5473.058775     1548.180000     3451.460000     683.846000
5478.577775     1560.050000     3440.460000     678.205000
5484.096775     1573.640000     3438.560000     670.128000
5489.615775     1588.100000     3419.970000     666.308000
5495.134775     1607.260000     3412.310000     647.205000
5500.653775     1635.410000     3399.920000     641.513000
5506.172775     1665.510000     3387.150000     626.615000
5511.691775     1689.080000     3376.410000     619.513000
5517.210775     1698.440000     3345.920000     602.154000
5522.729775     1714.330000     3313.490000     592.308000
5528.248775     1739.030000     3304.260000     585.256000
5533.767775     1749.180000     3262.740000     577.282000
5539.286775     1764.900000     3231.720000     556.923000
5544.805775     1781.560000     3192.080000     541.359000
5550.324775     1816.490000     3174.050000     529.256000
5555.843775     1840.560000     3147.590000     525.615000
5561.362775     1833.130000     3100.180000     505.179000
5566.881775     1833.540000     3058.460000     492.333000
5572.400775     1839.130000     3029.820000     480.462000
5577.919775     1863.330000     2992.720000     478.897000
5583.438775     1885.280000     2976.260000     468.231000
5588.957775     1902.790000     2953.280000     466.359000
5594.476775     1900.950000     2919.540000     460.256000
5599.995775     1904.080000     2896.590000     456.897000
5605.514775     1918.920000     2866.820000     444.769000
5611.033775     1933.790000     2834.460000     441.487000
5616.552775     1947.490000     2808.280000     427.359000
5622.071775     1965.050000     2778.360000     422.462000
5627.590775     1980.740000     2755.900000     413.641000
5633.109775     1988.560000     2714.360000     407.538000
5638.628775     1987.440000     2673.970000     404.769000
5644.147775     2004.920000     2636.620000     401.026000
5649.666775     2023.720000     2611.970000     396.487000
5655.185775     2031.410000     2565.690000     388.692000
5660.704775     2042.920000     2521.950000     375.897000
5666.223775     2075.620000     2492.770000     378.359000
5671.742775     2090.720000     2456.870000     372.487000
5677.261775     2105.310000     2415.790000     373.949000
5682.780775     2131.590000     2376.640000     368.590000
5688.299775     2161.310000     2333.850000     367.205000
5693.818775     2200.850000     2302.690000     363.974000
5699.337775     2247.820000     2273.230000     359.205000
5704.856775     2289.050000     2235.740000     347.538000
5710.375775     2340.460000     2198.950000     342.538000
5715.894775     2371.670000     2166.790000     338.872000
5721.413775     2430.130000     2142.560000     333.103000
5726.932775     2476.740000     2126.490000     334.359000
5732.451775     2524.230000     2106.540000     335.205000
5737.970775     2571.380000     2078.180000     329.282000
5743.489775     2625.740000     2041.870000     319.667000
5749.008775     2682.000000     2020.970000     322.564000
5754.527775     2731.230000     1998.690000     316.026000
5760.046775     2808.790000     1980.360000     322.667000
5765.565775     2881.870000     1963.050000     320.897000
5771.084775     2942.410000     1937.410000     318.769000
5776.603775     3002.490000     1916.180000     315.538000
5782.122775     3060.260000     1904.100000     321.410000
5787.641775     3104.720000     1867.740000     316.923000
5793.160775     3153.150000     1845.850000     310.026000
5798.679775     3222.820000     1817.360000     309.128000
5804.198775     3291.210000     1805.920000     314.846000
5809.717775     3343.560000     1784.380000     303.103000
5815.236775     3398.180000     1776.640000     303.769000
5820.755775     3442.870000     1755.720000     303.538000
5826.274775     3491.310000     1728.540000     303.692000
5831.793775     3546.030000     1700.510000     304.821000
5837.312775     3572.790000     1685.080000     303.923000
5842.831775     3580.490000     1645.560000     289.923000
5848.350775     3620.180000     1627.410000     305.564000
5853.869775     3649.690000     1598.510000     307.821000
5859.388775     3660.360000     1571.050000     305.744000
5864.907775     3667.640000     1539.130000     301.333000
5870.426775     3672.720000     1507.820000     298.231000
5875.945775     3683.970000     1465.460000     286.231000
5881.464775     3681.490000     1444.080000     282.564000
5886.983775     3677.100000     1410.330000     272.718000
5892.502775     3676.640000     1385.540000     274.615000
5898.021775     3671.030000     1348.620000     269.897000
5903.540775     3677.440000     1324.130000     266.513000
5909.059775     3674.330000     1296.560000     268.000000
5914.578775     3684.560000     1274.950000     265.462000
5920.097775     3674.950000     1249.790000     262.795000
5925.616775     3654.790000     1219.900000     259.974000
5931.135775     3629.950000     1193.280000     253.179000
5936.654775     3616.410000     1167.280000     256.051000
5942.173775     3595.590000     1133.230000     248.487000
5947.692775     3572.440000     1107.180000     250.282000
5953.211775     3563.410000     1077.560000     248.718000
5958.730775     3542.330000     1052.180000     248.462000
5964.249775     3522.030000     1023.870000     242.179000
5969.768775     3506.740000     1002.180000     242.744000
5975.287775     3477.280000     969.641000     236.513000
5980.806775     3463.820000     950.077000     240.462000
5986.325775     3425.820000     915.820000     232.026000
5991.844775     3382.590000     889.436000     228.641000
5997.363775     3352.000000     864.051000     228.256000
6002.882775     3329.720000     843.000000     227.000000
6008.401775     3304.410000     811.590000     217.744000
6013.920775     3273.080000     785.000000     214.538000
6019.439775     3233.920000     756.026000     209.615000
6024.958775     3194.380000     728.180000     203.846000
6030.477775     3160.790000     705.564000     200.974000
6035.996775     3134.970000     688.000000     198.128000
6041.515775     3109.100000     664.180000     191.641000
6047.034775     3081.360000     651.538000     197.667000
6052.553775     3036.280000     625.974000     188.154000
6058.072775     3001.900000     603.667000     183.051000
6063.591775     2973.850000     583.487000     184.282000
6069.110775     2954.490000     572.820000     185.974000
6074.629775     2927.230000     556.051000     182.718000
6080.148775     2900.280000     541.333000     186.462000
6085.667775     2867.360000     524.154000     184.436000
6091.186775     2829.720000     501.667000     178.846000
6096.705775     2786.900000     482.231000     170.205000
6102.224775     2743.050000     468.282000     166.718000
6107.743775     2716.080000     450.692000     165.641000
6113.262775     2700.510000     437.872000     166.026000
6118.781775     2672.870000     419.436000     159.103000
6124.300775     2642.000000     411.538000     160.333000
6129.819775     2620.080000     400.154000     157.744000
6135.338775     2602.490000     397.000000     164.872000
6140.857775     2583.380000     383.513000     158.949000
6146.376775     2543.540000     366.769000     155.974000
6151.895775     2507.510000     351.974000     150.692000
6157.414775     2488.130000     346.333000     151.846000
6162.933775     2482.560000     342.795000     155.872000
6168.452775     2468.820000     339.179000     156.256000
6173.971775     2437.130000     326.000000     150.641000
6179.490775     2406.460000     321.462000     152.795000
6185.009775     2378.230000     312.667000     152.026000
6190.528775     2364.740000     302.513000     151.282000
6196.047775     2337.770000     292.718000     150.769000
6201.566775     2304.670000     292.436000     148.872000
6207.085775     2273.080000     281.769000     146.077000
6212.604775     2241.900000     274.487000     143.154000
6218.123775     2214.050000     268.436000     141.718000
6223.642775     2196.210000     268.872000     144.077000
6229.161775     2167.950000     263.872000     150.231000
6234.680775     2145.790000     258.667000     147.846000
6240.199775     2124.210000     256.231000     152.359000
6245.718775     2099.410000     250.744000     148.410000
6251.237775     2063.850000     245.795000     144.769000
6256.756775     2029.410000     241.128000     140.590000
6262.275775     2008.540000     236.641000     140.718000
6267.794775     1993.150000     236.026000     143.205000
6273.313775     1969.850000     233.256000     147.436000
6278.832775     1936.230000     228.641000     142.718000
6284.351775     1903.560000     218.692000     139.359000
6289.870775     1887.050000     217.179000     137.692000
6295.389775     1869.460000     219.590000     139.410000
6300.908775     1837.740000     215.333000     134.923000
6306.427775     1805.870000     209.821000     131.308000
6311.946775     1795.080000     211.077000     133.231000
6317.465775     1772.790000     211.282000     136.769000
6322.984775     1758.000000     209.205000     135.077000
6328.503775     1755.720000     204.923000     131.718000
6334.022775     1733.540000     201.000000     131.051000
6339.541775     1702.590000     195.718000     127.179000
6345.060775     1684.440000     194.436000     125.256000
6350.579775     1668.360000     194.205000     128.333000
6356.098775     1647.970000     195.769000     132.077000
6361.617775     1623.620000     191.410000     131.846000
6367.136775     1600.900000     188.436000     127.410000
6372.655775     1590.460000     186.179000     129.205000
6378.174775     1582.210000     184.949000     127.923000
6383.693775     1565.100000     178.846000     125.641000
6389.212775     1550.440000     178.615000     127.000000
6394.731775     1531.080000     181.667000     133.231000
6400.250775     1508.870000     177.923000     129.436000
6405.769775     1492.050000     176.000000     129.179000
6411.288775     1473.620000     175.051000     129.205000
6416.807775     1443.230000     167.795000     123.615000
6422.326775     1418.360000     166.205000     126.692000
6427.845775     1399.950000     165.718000     130.615000
6433.364775     1389.690000     165.692000     133.051000
6438.883775     1361.970000     162.410000     129.923000
6444.402775     1330.790000     159.897000     127.667000
6449.921775     1296.620000     158.718000     128.667000
6455.440775     1274.820000     154.692000     126.231000
6460.959775     1250.310000     153.538000     126.923000
6466.478775     1227.080000     153.692000     129.385000
6471.997775     1203.100000     149.846000     127.462000
6477.516775     1181.920000     150.205000     128.154000
6483.035775     1159.260000     150.564000     127.692000
6488.554775     1138.870000     151.436000     127.000000
6494.073775     1116.850000     150.744000     125.333000
6499.592775     1099.180000     147.333000     127.000000
6505.111775     1079.260000     144.154000     128.256000
6510.630775     1063.820000     141.744000     130.923000
6516.149775     1041.210000     137.359000     128.564000
6521.668775     1012.030000     136.487000     124.821000
6527.187775     973.820000     134.077000     119.897000
6532.706775     945.744000     136.590000     122.641000
6538.225775     911.820000     132.205000     121.359000
6543.744775     877.846000     126.513000     119.359000
6549.263775     848.051000     123.333000     118.308000
6554.782775     824.308000     125.821000     118.308000
6560.301775     806.051000     123.692000     114.385000
6565.820775     795.872000     123.103000     114.846000
6571.339775     798.718000     123.256000     118.205000
6576.858775     811.333000     127.179000     124.077000
6582.377775     817.667000     128.000000     126.308000
6587.896775     813.282000     126.462000     123.154000
6593.415775     812.359000     126.103000     120.308000
6598.934775     805.564000     128.846000     121.949000
6604.453775     802.000000     126.923000     120.846000
6609.972775     797.462000     126.923000     121.282000
6615.491775     795.385000     129.513000     125.000000
6621.010775     785.180000     129.436000     126.308000
6626.529775     769.590000     128.308000     126.000000
6632.048775     765.282000     128.282000     128.564000
6637.567775     763.256000     127.769000     125.615000
6643.086775     760.538000     125.974000     118.667000
6648.605775     752.795000     127.308000     117.872000
6654.124775     742.231000     128.256000     119.282000
6659.643775     728.077000     126.513000     120.179000
6665.162775     713.231000     124.462000     120.436000
6670.681775     698.590000     120.436000     116.205000
6676.200775     685.641000     118.795000     112.205000
6681.719775     664.795000     118.513000     110.436000
6687.238775     653.615000     120.359000     113.026000
6692.757775     647.333000     123.744000     116.769000
6698.276775     633.641000     121.256000     113.436000
6703.795775     616.231000     120.077000     111.897000
6709.314775     602.872000     120.974000     113.231000
6714.833775     590.538000     120.256000     110.487000
6720.352775     573.359000     116.564000     108.513000
6725.871775     553.795000     117.974000     111.564000
6731.390775     532.282000     118.000000     112.692000
6736.909775     517.795000     116.974000     111.564000
6742.428775     502.974000     118.513000     110.718000
6747.947775     484.231000     116.282000     105.231000
6753.466775     469.077000     115.205000     104.641000
6758.985775     455.000000     113.513000     103.590000
6764.504775     438.949000     112.154000     104.692000
6770.023775     422.718000     110.564000     106.077000
6775.542775     399.564000     107.513000     104.308000
6781.061775     383.667000     106.667000     104.667000
6786.580775     372.718000     108.103000     106.795000
6792.099775     358.026000     106.487000     105.077000
6797.618775     342.744000     106.487000     102.051000
6803.137775     328.795000     105.949000     101.436000
6808.656775     309.436000     103.795000     99.974400
6814.175775     291.615000     102.462000     100.513000
6819.694775     279.846000     103.641000     103.769000
6825.213775     267.923000     102.974000     103.615000
6830.732775     251.949000     99.538500     102.000000
6836.251775     241.667000     98.384600     101.231000
6841.770775     229.026000     97.025600     98.974400
6847.289775     218.000000     97.794900     98.307700
6852.808775     203.590000     95.564100     96.307700
6858.327775     190.077000     92.025600     95.102600
6863.846775     179.385000     89.384600     94.333300
6869.365775     177.564000     91.051300     98.076900
6874.884775     172.231000     88.717900     94.794900
6880.403775     166.795000     88.564100     90.384600
6885.922775     161.154000     87.025600     87.410300
6891.441775     156.667000     88.333300     88.692300
6896.960775     156.641000     88.974400     93.897400
6902.479775     152.692000     89.000000     94.615400
6907.998775     143.769000     85.102600     89.000000
6913.517775     142.308000     86.230800     85.589700
6919.036775     144.846000     88.871800     85.230800
6924.555775     145.487000     91.333300     87.769200
6930.074775     142.487000     90.025600     89.512800
6935.593775     140.077000     89.076900     92.102600
6941.112775     138.282000     84.897400     90.410300
6946.631775     135.564000     80.769200     88.948700
6952.150775     137.051000     81.923100     91.282100
6957.669775     141.692000     86.897400     95.461500
6963.188775     136.667000     86.564100     93.179500
6968.707775     135.846000     88.435900     92.871800
6974.226775     139.795000     91.615400     97.076900
6979.745775     137.667000     88.974400     93.692300
6985.264775     134.462000     86.359000     89.717900
6990.783775     133.641000     87.948700     90.564100
6996.302775     131.897000     87.410300     92.359000
7001.821775     129.718000     87.871800     94.589700
