# Wavelength (A)     Intensity in channels
6282.092740     73.000000
6287.611740     74.000000
6293.130740     71.000000
6298.649740     71.000000
6304.168740     65.000000
6309.687740     66.000000
6315.206740     66.000000
6320.725740     65.000000
6326.244740     64.000000
6331.763740     63.000000
6337.282740     61.000000
6342.801740     60.000000
6348.320740     59.000000
6353.839740     58.000000
6359.358740     57.000000
6364.877740     56.000000
6370.396740     55.000000
6375.915740     52.000000
6381.434740     54.000000
6386.953740     53.000000
6392.472740     53.000000
6397.991740     52.000000
6403.510740     49.000000
6409.029740     48.000000
6414.548740     48.000000
6420.067740     47.000000
6425.586740     47.000000
6431.105740     47.000000
6436.624740     45.000000
6442.143740     45.000000
6447.662740     43.000000
6453.181740     41.000000
6458.700740     40.000000
6464.219740     41.000000
6469.738740     37.000000
6475.257740     35.000000
6480.776740     35.000000
6486.295740     35.000000
6491.814740     36.000000
6497.333740     35.000000
6502.852740     32.000000
6508.371740     32.000000
6513.890740     33.000000
6519.409740     31.000000
6524.928740     27.000000
6530.447740     27.000000
6535.966740     28.000000
6541.485740     27.000000
6547.004740     26.000000
6552.523740     25.000000
6558.042740     25.000000
6563.561740     23.000000
6569.080740     24.000000
6574.599740     26.000000
6580.118740     25.000000
6585.637740     24.000000
6591.156740     25.000000
6596.675740     26.000000
6602.194740     25.000000
6607.713740     26.000000
6613.232740     25.000000
6618.751740     25.000000
6624.270740     24.000000
6629.789740     24.000000
6635.308740     24.000000
6640.827740     23.000000
6646.346740     21.000000
6651.865740     22.000000
6657.384740     21.000000
6662.903740     21.000000
6668.422740     19.000000
6673.941740     19.000000
6679.460740     19.000000
6684.979740     20.000000
6690.498740     20.000000
6696.017740     19.000000
6701.536740     19.000000
6707.055740     19.000000
6712.574740     18.000000
6718.093740     17.000000
6723.612740     17.000000
6729.131740     16.000000
6734.650740     17.000000
6740.169740     15.000000
6745.688740     15.000000
6751.207740     13.000000
6756.726740     12.000000
6762.245740     11.000000
6767.764740     11.000000
6773.283740     11.000000
6778.802740     11.000000
6784.321740     11.000000
6789.840740     10.000000
6795.359740     10.000000
6800.878740     10.000000
6806.397740     10.000000
6811.916740     9.000000
6817.435740     9.000000
6822.954740     9.000000
6828.473740     8.000000
6833.992740     8.000000
6839.511740     8.000000
6845.030740     7.000000
6850.549740     5.000000
6856.068740     4.000000
6861.587740     3.000000
6867.106740     2.000000
6872.625740     0.000000
6878.144740     0.000000
6883.663740     0.000000
6889.182740     0.000000
6894.701740     0.000000
6900.220740     0.000000
6905.739740     0.000000
6911.258740     0.000000
6916.777740     0.000000
6922.296740     0.000000
6927.815740     0.000000
6933.334740     0.000000
6938.853740     0.000000
6944.372740     0.000000
6949.891740     0.000000
6955.410740     0.000000
6960.929740     0.000000
6966.448740     0.000000
6971.967740     0.000000
6977.486740     0.000000
6983.005740     0.000000
6988.524740     0.000000
6994.043740     0.000000
6999.562740     0.000000
7005.081740     0.000000
7010.600740     0.000000
7016.119740     0.000000
7021.638740     0.000000
7027.157740     0.000000
7032.676740     0.000000
7038.195740     0.000000
7043.714740     0.000000
7049.233740     0.000000
7054.752740     0.000000
7060.271740     0.000000
7065.790740     0.000000
7071.309740     0.000000
7076.828740     0.000000
7082.347740     0.000000
7087.866740     0.000000
7093.385740     0.000000
7098.904740     0.000000
7104.423740     0.000000
7109.942740     0.000000
7115.461740     0.000000
7120.980740     0.000000
7126.499740     0.000000
7132.018740     0.000000
7137.537740     0.000000
7143.056740     0.000000
7148.575740     0.000000
7154.094740     0.000000
7159.613740     0.000000
7165.132740     0.000000
7170.651740     0.000000
7176.170740     0.000000
7181.689740     0.000000
7187.208740     0.000000
7192.727740     0.000000
7198.246740     0.000000
7203.765740     0.000000
7209.284740     0.000000
7214.803740     0.000000
7220.322740     0.000000
7225.841740     0.000000
7231.360740     0.000000
7236.879740     0.000000
7242.398740     0.000000
7247.917740     0.000000
7253.436740     0.000000
7258.955740     0.000000
7264.474740     0.000000
7269.993740     0.000000
7275.512740     0.000000
7281.031740     0.000000
7286.550740     0.000000
7292.069740     0.000000
7297.588740     0.000000
7303.107740     0.000000
7308.626740     0.000000
7314.145740     0.000000
7319.664740     0.000000
7325.183740     0.000000
7330.702740     0.000000
7336.221740     0.000000
7341.740740     0.000000
7347.259740     0.000000
7352.778740     0.000000
7358.297740     0.000000
7363.816740     0.000000
7369.335740     0.000000
7374.854740     0.000000
7380.373740     0.000000
7385.892740     0.000000
7391.411740     0.000000
7396.930740     0.000000
7402.449740     0.000000
7407.968740     0.000000
7413.487740     0.000000
7419.006740     0.000000
7424.525740     0.000000
7430.044740     0.000000
7435.563740     0.000000
7441.082740     0.000000
7446.601740     0.000000
7452.120740     0.000000
7457.639740     0.000000
7463.158740     0.000000
7468.677740     0.000000
7474.196740     0.000000
7479.715740     0.000000
7485.234740     0.000000
